source,point_index,surface,x_physical_mean,y_physical_mean,y_physical_std,mean_d_score_d_x_normalized,mean_d_score_d_y_normalized,mean_sensitivity_normalized_l2,std_sensitivity_normalized_l2,mean_d_score_d_x_physical,mean_d_score_d_y_physical,norm_of_mean_physical_gradient_l2,mean_sensitivity_physical_l2,std_sensitivity_physical_l2,mean_critic_score,std_critic_score
real,24,upper,0.41747480630874634,0.08893300592899323,0.028020191937685013,-0.12385197728872299,0.006942956242710352,0.1241157203912735,0.006536079570651054,-0.12385197728872299,0.02380700781941414,0.12611933052539825,0.1269093006849289,0.007519670762121677,-0.0722363144159317,0.032633960247039795
real,25,upper,0.395596981048584,0.08962080627679825,0.028971586376428604,-0.12987616658210754,0.006923848297446966,0.1300835907459259,0.009331583976745605,-0.12987616658210754,0.02374148555099964,0.13202832639217377,0.13228842616081238,0.01042687613517046,-0.0722363144159317,0.032633960247039795
real,26,upper,0.3739677965641022,0.08962640166282654,0.029787763953208923,-0.1415645331144333,-0.004787608981132507,0.14167197048664093,0.005872142501175404,-0.1415645331144333,-0.016416441649198532,0.1425132155418396,0.1428176760673523,0.0057237111032009125,-0.0722363144159317,0.032633960247039795
real,27,upper,0.35259562730789185,0.08941279351711273,0.0303383506834507,-0.15020015835762024,-0.0049478765577077866,0.15033164620399475,0.006934843026101589,-0.15020015835762024,-0.016965990886092186,0.15115532279014587,0.15172553062438965,0.006646598689258099,-0.0722363144159317,0.032633960247039795
real,28,upper,0.33149921894073486,0.08885180205106735,0.030525529757142067,-0.15760965645313263,0.0012266213307157159,0.15764795243740082,0.006336106453090906,-0.15760965645313263,0.004206015262752771,0.15766577422618866,0.15805834531784058,0.005994731560349464,-0.0722363144159317,0.032633960247039795
real,29,upper,0.3106955885887146,0.08810459822416306,0.0304863303899765,-0.16367322206497192,0.0015025120228528976,0.16376031935214996,0.005834285169839859,-0.16367322206497192,0.005152028985321522,0.16375428438186646,0.1646937131881714,0.005669703241437674,-0.0722363144159317,0.032633960247039795
real,30,upper,0.2902061939239502,0.0870250016450882,0.030285730957984924,-0.1691586971282959,0.00805145688354969,0.16963478922843933,0.007608651649206877,-0.1691586971282959,0.0276079922914505,0.17139680683612823,0.17442363500595093,0.007936585694551468,-0.0722363144159317,0.032633960247039795
real,31,upper,0.2700706124305725,0.08525179326534271,0.029841193929314613,-0.18005265295505524,0.002593651181086898,0.18022149801254272,0.006012167315930128,-0.18005265295505524,0.008893484249711037,0.1802721619606018,0.18199589848518372,0.0071128965355455875,-0.0722363144159317,0.032633960247039795
real,32,upper,0.2502778172492981,0.08328060060739517,0.029185891151428223,-0.18716096878051758,0.0026386782992631197,0.1873643845319748,0.0066304379142820835,-0.18716096878051758,0.00904787890613079,0.18737953901290894,0.1894940733909607,0.008117285557091236,-0.0722363144159317,0.032633960247039795
real,33,upper,0.23084159195423126,0.08113619685173035,0.028347358107566833,-0.19213734567165375,0.006349250674247742,0.19242405891418457,0.007824099622666836,-0.19213734567165375,0.021771224215626717,0.1933668702840805,0.19540271162986755,0.009204329922795296,-0.0722363144159317,0.032633960247039795
real,34,upper,0.21178098022937775,0.07880420237779617,0.027335893362760544,-0.19900892674922943,0.013522696681320667,0.19962897896766663,0.007294769864529371,-0.19900892674922943,0.0463685616850853,0.2043394148349762,0.20603697001934052,0.012989061884582043,-0.0722363144159317,0.032633960247039795
real,35,upper,0.19313639402389526,0.0762103945016861,0.026072226464748383,-0.20399847626686096,0.012348405085504055,0.20445969700813293,0.00718954112380743,-0.20399847626686096,0.04234198480844498,0.2083463966846466,0.20931105315685272,0.010116069577634335,-0.0722363144159317,0.032633960247039795
real,36,upper,0.17496541142463684,0.07301699370145798,0.02471364289522171,-0.2071865350008011,0.007416347973048687,0.20736774802207947,0.008014009334146976,-0.2071865350008011,0.025430237874388695,0.20874135196208954,0.2093009501695633,0.009375224821269512,-0.0722363144159317,0.032633960247039795
